,banglawords
19731,"['বুজকুড়ি', 'অতিরিক্ত উত্তেজনা', 'ফুটিয়া উঠা', 'ফেনায়িত হত্তয়া', 'বুদ্বুদন', 'পরিস্ফুরণ', 'ভুড়্ভুড়ি', 'প্রস্ফুরণ', 'ফোঁস্ ফোঁস্ শব্দে ফোঁটা']"
19732,"['দুর্বল', 'মেয়েলি', 'মেয়েলী', 'কামুক', 'পৌরূষহীন', 'কোমল']"
19733,['দ্রব্যাদি']
19734,['কার্যকারিতা']
19735,"['সাফল্যের সঙ্গে', 'কার্যকরীভাবে']"
19736,"['কার্যকর', 'ফলপ্রসূ', 'ফলপ্রদ', 'শক্তিমান্', 'কার্যোপযোগী', 'বাস্তবিক', 'সার্থক', 'বলবৎ', 'চালু', 'সক্রিয়', 'বহাল', 'ঘটাইতে সক্ষম']"
19737,"['উত্পন্ন করা', 'উত্পাদন করা', 'সম্পন্ন করা', 'সম্পাদন করা', 'ঘটান', 'ফলাফল', 'কাজের ফলাফল', 'বাস্তবতা', 'মালপত্র', 'সম্পত্তি', 'গুণ', 'কর্মফল', 'কাম্য-ফ্ল', 'সুবিধা', 'যাথাথ্র্য', 'দর্শকের ভাবান্তর', 'লাভ', 'সমাপ্তি', 'দ্রব্য']"
19738,[]
19739,"['ভুতুড়ে', 'অতিপ্রাকৃত', 'ভীতিজনক', 'ভয়ানক', 'অন্ধকারময়', 'ভয় জাগায় এমন', 'আর্তকগ্রস্ত', 'ভীতিশীল', 'ভীষণ', 'তিমিরাচ্ছন্ন', 'অলৌকিক', 'লোকাতীত']"
19740,"['পাঁকাল', 'বানমাছ', 'পাঁকালমাছ']"
19741,"['শিক্ষাদাতা', 'শিক্ষাব্রতী', 'শিক্ষক', 'অধ্যাপক', 'শিক্ষাবিদ্', 'গুরু', 'শিক্ষাসংস্কারক']"
19742,[]
19743,"['শিক্ষাবিষয়ক', 'শিক্ষাদান-সংক্রান্ত', 'শিক্ষা-সংক্রান্ত', 'শিক্ষা-সম্বন্ধীয়']"
19744,"['শিক্ষা', 'প্রতিপালন', 'শিক্ষাদান', 'শিক্ষালাভ', 'শিক্ষাপ্রাপ্তি', 'শিক্ষাদীক্ষা', 'তালিম']"
19745,"['শিক্ষিত', 'শিক্ষাপ্রাপ্ত', 'কৃতবিদ্য']"
19746,"['শিখান', 'শিক্ষিত করা', 'শিক্ষা দেত্তয়া', 'তালিম দেত্তয়া', 'অভ্যাস করান']"
19747,"['সম্পাদকীয় প্রবন্ধ', 'সম্পাদকীয়']"
19748,"['সম্পাদক', 'সম্পাদনকারী']"
19749,"['সংস্করণ', 'প্রকাশন', 'জারি', 'কপিরসঙ্খ্যা', 'প্রচারসংখ্যা', 'সম্পাদনা']"
19750,['সম্পাদন করা']
19751,"['নির্মাণ করা', 'নৈতিক করা', 'আধ্যাত্মিক করা', 'মানসিক উন্নতিসাধন করা', 'প্রাসাদ-তোরণাদি সাজান']"
19752,"['অট্টালিকা', 'প্রাসাদ', 'ইমারত']"
19753,"['শিক্ষাদীক্ষা', 'নৈতিক উন্নতিসাধন', 'উপদেশ', 'নির্দেশ', 'শিক্ষা', 'পরামর্শ']"
19754,"['অনুশাসন', 'ফরমান']"
19755,"['খাবার', 'ভক্ষণীয়', 'ভোজ্য', 'ভক্ষণযোগ্য']"
19756,"['স্পষ্ট-অঙ্কিত', 'ধারাল', 'তীক্ষ্ন', 'পার্শ্বযুক্ত', 'অতিশয় তীক্ষ্ন', 'স্পষ্ট রেখাযুক্ত', 'খিট্খিটে মেজাজবিশিষ্ট']"
19757,"['পার্শ্বাভিমুখে', 'পাশাপাশি', 'কিনারার দিকে']"
19758,"['প্রান্তে স্থাপন করা', 'কিনারায় স্থাপন করা', 'শান দেত্তয়া', 'তীক্ষ্ন করা', 'তীব্র করা', 'প্রান্ত', 'কানা', 'কিনারা', 'কিনার', 'কূল', 'তীর', 'পার্শ্বরেখা', 'চূড়া', 'অস্ত্রাদির ধারের দিক্', 'ধার', 'ধারি', 'তীক্ষ্নতা', 'তীব্রতা', 'কোটি', 'কান্ধা']"
19759,"['ঘূর্ণমান হত্তয়া', 'ঘুরিয়া ঘুরিয়া চলা', 'ঘোরা', 'ঘূর্ণিবায়ু', 'ঘূর্ণাবর্ত', 'ঘূর্ণিজল', 'আবত্র্ত', 'জলাবর্ত', 'বাঁত্তড়', 'ঘূর্ণিপাক', 'ঘূর্ণি', 'প্রতিকূল স্রোত', 'ঘূর্ণিস্রোত']"
19760,"['কাউড়', 'চর্মরোগবিশেষ']"
19761,"['জগদ্ব্যাপী', 'সর্বজনীন']"
19762,"['ভাবাবেশকর', 'পরমানন্দদায়ক']"
19763,"['পরমানন্দ', 'ভাবাবেশ', 'সমাধি', 'উচ্ছ্বাস', 'অভিভাব']"
19764,[]
19765,"['অর্থনীতি', 'মিতব্যয়', 'মেতব্যয়িতা', 'সুপরিচালনা', 'ব্যয়সঙ্কোচ', 'সঁচয়', 'সংগঠন', 'দল', 'অর্থবিজ্ঞান']"
19766,"['খরচ বাঁচান', 'মিতব্যয় করা', 'সতর্কভাবে খরচ করা', 'সঁচয়ী হত্তয়া', 'ব্যয় সংকোচ করা', 'ব্যয়সঙ্কোচ করা']"
19767,"['অর্থনীতিবিৎ', 'অর্থশাস্ত্রবিৎ', 'অর্থবিজ্ঞানী']"
19768,"['অর্থনীতি', 'অর্থশাস্ত্র', 'অর্থবিজ্ঞান', 'অর্থবিদ্যা', 'ধনবিজ্ঞান', 'অর্থতত্ব']"
19769,['সাশ্রয়কররূপে']
19770,"['মিতব্যয়ী', 'লাভজনক']"
19771,"['অর্থনৈতিক', 'আর্থিক', 'আর্থ', 'আর্থনীতিক', 'পরিমিতব্যয়ী']"
19772,"['বাস্তুসংস্থান', 'বাস্তব্যবিদ্যা']"
19773,['বাস্তব্যবিদ্যা-বিশেষজ্ঞ']
19774,[]
19775,['বাস্তুসংস্থানসংক্রান্ত']
19776,"['অন্ধকার করা', 'দীপ্তিেিত ছাপাইয়া যাত্তয়া', 'ত্তজ্জ্বেল্য ম্লান করা', 'ছাপাইয়া যাত্তয়া', 'গ্রাস করা', 'অন্ধকার', 'গ্রাস', 'গ্রহণ', 'নিষ্প্রভতা', 'গেরণ', 'গেরন', 'গ্রহ']"
19777,[]
19778,"['অনুকরণ করা', 'ধ্বনিত হত্তয়া', 'অনুরণিত হত্তয়া', 'সাড়া দেত্তয়া', 'পুনরাবৃত্তি করা', 'প্রতিধ্বনিত হত্তয়া', 'প্রতিধ্বনিত করান', 'প্রতিধ্বনি', 'অনুকরণ', 'পুনরাবৃত্তি', 'সাড়া', 'অনুরণন', 'অনুকরণকারী', 'অনুকৃত বস্তু', 'অনুকৃতি', 'অনুনাদ', 'প্রতিশব্দ', 'আকাশনন্দিনী']"
19779,"['গির্জার স্থাপত্য', 'যাজকীয়', 'যাজক-সংক্রান্ত', 'গির্জা-সংক্রান্ত']"
19780,"['ছিট', 'উত্কেন্দ্রতা', 'কেন্দ্রীয় দূরত্ব', 'খামখেয়ালী ব্যবহার', 'খামখেয়াল', 'মাথা-পাগলামি']"
19781,"['ছিটগ্রস্ত ব্যক্তি', 'ভিন্নকেন্দ্রী বৃত্ত', 'অদ্ভুতস্বভাব ব্যক্তি', 'খামখেয়ালী ব্যক্তি', 'অদ্ভুতস্বভাব', 'ছিটগ্রস্ত', 'খামখেয়ালী', 'অদ্ভুত', 'কেন্দ্রাপসারী', 'উত্কেন্দ্র', 'ভিন্নকেন্দ্রী', 'নিয়মানুগত নহে এমন', 'উত্কেন্দ্রি', 'খাপছাড়া']"
19782,"['উচ্ছ্বসিত', 'অত্যতসাহী', 'উচ্ছ্বাসিত', 'অত্যুত্সাহী', 'উত্তেজিত', 'ফুটিতেছে এমন']"
19783,"['প্রাণবন্ততা', 'উদ্দীপন', 'উচ্ছ্বাস', 'উথলাইয়া পতন', 'উত্তেজনা', 'উদ্দীপনা', 'স্ফুটন', 'ফোটা']"
19784,"['আবলুস', 'আবলুস কাষ্ঠ', 'আবলুস কাঠে নির্মিত', 'আবলুসের ন্যায় কাল', 'আবলুস কাষ্ঠে গঠিত', 'আবলুস কাষ্ঠের মত কৃঁচবর্ণ']"
19785,"['ভাটা পড়া', 'অবনতি হ্রাস হত্তয়া', 'অবনতি মন্দা হত্তয়া', 'ভাটা', 'হ্রাস', 'মন্দা', 'অবনতি', 'ভাটার টান', 'ভাটার স্রোত']"
19786,['যে আড়ি পেতে শুনে']
19787,"['আড়ি পেতে শোনা', 'লুকাইয়া শোনা', 'কান পেতে শোনা', 'আড়ি পাতিয়া শোনা']"
19788,['ঘরের ছাঁইচ']
19789,['খাবারের দোকান']
19790,"['ভক্ষক', 'ক্ষয়কারী পদার্থ', 'গ্রাসকারী', 'খাদ্যের ভোক্তা', 'ভোক্তা']"
