,banglaenglishmixed
3421,বৈদ্যুতিক
3422,নির্বাচকমণ্ডলী
3423,নির্বাচনী কলেজ
3424,নির্বাচনী
3425,নির্বাচক
3426,নির্বাচন
3427,নির্বাচিত
3428,জ্যেষ্ঠ
3429,গুরুজন
3430,বৃদ্ধ
3431,অগ্রজ
3432,elbowroom
3433,কনুই
3434,উল্লাস
3435,গর্বিত
3436,স্থিতিস্থাপকতা
3437,স্থিতিস্থাপক
3438,চলা
3439,বিবরণাদি
3440,বিস্তারিতভাবে
3441,সম্প্রসারিত
3442,সংযোজিত করা
3443,নিক্ষেপ
3444,দূরীভূত করা
3445,উল্লাসধ্বনি
3446,নির্গত করা
3447,নয়তো
3448,আশি
3449,অশীতিতম
3450,অষ্টম
3451,অষ্টদশ
3452,আঠার
3453,আট
3454,অঁ্যা
3455,egregiously
3456,মর্মান্তিক
3457,আত্মম্ভরি
3458,আত্মশ্লাঘী
3459,অস্মিতা
3460,অহংভাবপূর্ণ
3461,অহং
3462,ডিমের খোসা
3463,বেগুন
3464,বুদ্ধিজীবী ব্যক্তি
3465,ডিম
3466,সাম্য
3467,সমমাত্রিক
3468,উদাহরণস্বরূপ
3469,EFL
3470,effusively
3471,নির্গমনশীল
3472,অনায়াসে
3473,অনায়াস
3474,প্রচেষ্টা
3475,প্রতিকৃতি
3476,দক্ষতার
3477,দক্ষ
3478,দক্ষতা
3479,বুদ্বুদপূর্ণ
3480,বুজকুড়ি
3481,দুর্বল
3482,প্রভাব
3483,কার্যকারিতা
3484,কার্যকরীভাবে
3485,কার্যকর
3486,প্রভাব
3487,eerily
3488,ভুতুড়ে
3489,পাঁকাল
3490,শিক্ষাব্রতী
3491,শিক্ষাগতভাবে
3492,শিক্ষাগত
3493,শিক্ষা
3494,শিক্ষিত
3495,শিক্ষিত করা
3496,সম্পাদকীয়
3497,সম্পাদক
3498,সংস্করণ
3499,সম্পাদন করা
3500,নৈতিক করা
3501,প্রাসাদ
3502,শিক্ষাদীক্ষা
3503,ফরমান
3504,ভোজ্য
3505,ধারাল
3506,কিনারার দিকে
3507,প্রান্ত
3508,ঘূর্ণিবায়ু
3509,চর্মরোগবিশেষ
3510,জগদ্ব্যাপী
3511,ভাবাবেশকর
3512,পরমানন্দ
3513,বাস্তুতন্ত্র
3514,অর্থনীতি
3515,খরচ বাঁচান
3516,অর্থনীতিবিদ
3517,অর্থনীতি
3518,অর্থনৈতিকভাবে
3519,মিতব্যয়ী
3520,অর্থনৈতিক
3521,বাস্তুসংস্থান
3522,বাস্তব্যবিদ্যা
3523,বাস্তু-
3524,বাস্তুসংস্থানসংক্রান্ত
3525,অন্ধকার
3526,Eclair
3527,প্রতিধ্বনি
3528,যাজকীয়
3529,ছিট
3530,অদ্ভুতস্বভাব
3531,অত্যুত্সাহী
3532,ফোটা
3533,আবলুস
3534,ভাটা
3535,যে আড়ি পেতে শুনে
3536,আড়ি পেতে শোনা
3537,ঘরের ছাঁইচ
3538,খাবারের দোকান
3539,ভক্ষক
3540,ভুক্ত
3541,খাওয়া
3542,চিন্তাভাবনাহীন
3543,আরাম-কেদারা
3544,সহজ
3545,পূর্বদিকে
3546,পূর্বদিকে
3547,প্রাচ্যবাসী
3548,পূর্ব
3549,পুবাল বাতাস
3550,ইস্টার ডিম
3551,স্টার
3552,Eastbound
3553,পূর্ব
3554,সহজে
3555,চিত্রফলক
3556,আরাম
3557,খলি
3558,মর
3559,কেঁচো
3560,earthshaking
3561,ভূমিকম্প
3562,পার্থিব
3563,earthiness
3564,পৃথিবী
3565,পৃথিবী
3566,earsplitting
3567,শুনিতে পাইবার মত দূরত্ব
3568,মাকড়ি
3569,earplug
3570,হেডফোন
3571,উপার্জন
3572,ব্যগ্রতা
3573,আন্তরিকভাবে
3574,আন্তরিক
3575,উপার্জন করা
3576,টুপির কান
3577,পরিচায়ক চিহ্ন
3578,গোড়ার দিকে
3579,কানের লতি
3580,কানের পরদা
3581,কর্ণশূল
3582,কান
3583,তীক্ষ্ণদৃষ্টি
3584,গল
3585,ব্যস্ততা
3586,সাগ্রহে
3587,আগ্রহী
3588,পরস্পর
3589,gyroscope
3590,চক্রগতি
3591,চক্রাকারে ঘোরা
3592,বেদে
3593,শঠতা
3594,স্ত্রীরোগবিদ্যা
3595,স্ত্রীরোগবিশারদ
3596,স্ত্রীরোগবিদ্যা-সংক্রান্ত
3597,ব্যায়াম
3598,পালোয়ান
3599,আখড়া
3600,জিম
3601,মদ্যপ
3602,মদ্যপানোত্সব
3603,লোক
3604,কণ্ঠ্যবর্ণ
3605,নর্দমা
3606,সাহসী
3607,নাড়িভুঁড়ি
3608,অন্ত্র
3609,দমকা
3610,ঔত্সুক্য
3611,ঝাপটা
3612,gushy
3613,প্রবলভাবে নি: সৃত পদার্থ
3614,প্রবাহ
3615,গুরু
3616,কবল
3617,কচ্কচি
3618,কামানের পাল্লা
3619,gunrunning
3620,gunrunner
3621,বারূদ
3622,gunpoint
3623,gunnysack
3624,গোলন্দাজ
3625,বন্দুকধারী সৈনিক
3626,চটচটে বা তরল পদার্থ
3627,gung- ইছ
3628,কামান দাগা
3629,কামান-বাহী পোত
3630,বন্দুক
3631,বুঝ
3632,আঠাযুক্ত
3633,gumdrop
3634,Gumbo
3635,আঠা
3636,ঢোক
3637,বড়ো ছোরা
3638,অতিসরল
3639,gullibility
3640,গলনালী
3641,জলকুক্কুট
3642,উপসাগর
3643,গিরিখাত
3644,গিটার
3645,গিটার
3646,ভান
3647,গিনিপিগ
3648,দোষী
3649,guiltily
3650,কলুষ
3651,শিরছেদনার্থ যন্ত্রবিশেষ
3652,সরল
3653,ছলনা
3654,পৌরসভা
3655,নির্দেশিকা
3656,গাইডলাইন
3657,অধ্যক্ষ
3658,পথপঁজি
3659,কৌশল
3660,নির্দেশিকা পরামর্শদাতা
3661,পথপ্রদর্শন
3662,অট্টহাসি
3663,অর্থহীন অট্টহাস
3664,অতিথি
3665,অনুমানপ্রসূত মত
3666,আন্দাজি হিসেব
3667,অনুমান
3668,গরিলা
3669,শাসক-সংক্রান্ত
3670,সিঁড়ির পার্শ্বস্থ রেলিং
3671,মানুষের ব্যক্তিগত শুভসাধক দেবদূত
3672,অভিভাবক
3673,guardedly
3674,সুরক্ষিত
3675,পাহারা
3676,জামিন
3677,জামিনদার
3678,জামিন
3679,guacamole
3680,জি - স্ট্রিং
3681,ঘোঁৎ ঘোঁৎ
3682,grungy
3683,গ্রুঙ্গ
3684,বদরাগী
3685,অভিযোগ
3686,মাইয়াডারে বাঁচাও
3687,বিষাদময়
3688,ঘৃণ্য
3689,কঠোর
3690,জাউ
3691,কৃপণ
3692,দ্বেষ
3693,অপরিচ্ছন্ন
3694,কীড়া
3695,বৃদ্ধি
3696,ধাড়ী
3697,পূর্ণবয়স্ক
3698,গজরানি
3699,ক্রমবর্ধমান যন্ত্রনা
3700,চারা
3701,হত্তয়া
3702,পদলেহন
3703,উদ্যান
3704,অনাদর
3705,গোষ্ঠী
3706,Groupie
3707,গ্রুপ
3708,বনিয়াদ
3709,groundswell
3710,তলানি
3711,স্থল নিয়ম
3712,অকারণ
3713,ভিত্তিহীন
3714,ভিত্তি
3715,Groundhog দিন
3716,Groundhog
3717,একতলা
3718,স্থল ক্রু
3719,স্থল
3720,খিট্খিটে
3721,অসন্তোষ প্রকাশ করা
3722,গুহা
3723,অদ্ভুত
3724,প্রবলভাবে
3725,স্থূল
3726,অনুভব করা
3727,খাঁজকাটা
3728,খাঁজ
3729,গ্রুমিং
3730,বর
3731,কুঁচকি
3732,টলায়মান
3733,মুদি দোকান
3734,মুদিখানা
3735,মুদীখানার পণ্যদ্রব্য
3736,মুদি
3737,গাঁ
3738,ছাইরঙা ভালুক
3739,বালুকাময়
3740,মোটাভাবে চূর্ণিত শস্য
3741,কঙ্কর
3742,তরুণাস্থি
3743,ভয়ানক
3744,gripping
3745,আঁকড়ান
3746,দৃঢ়মুষ্টি
3747,পরদেশী
3748,শান
3749,পেষকদন্ত
3750,চূর্ণনশব্দ
3751,কষ্টহাসি
3752,নোংরা
3753,ক্ষমাহীনভাবে
3754,ময়লা
3755,ভেংচি
3756,ভয়ানক
3757,ভাজাভুজি
3758,দু: খজনক
3759,শোক করা
3760,নালিশের কারণ
3761,বিষাদ
3762,জট
3763,জাফরি
3764,তাত্তয়া
3765,গ্রিড
3766,ডালকুত্তা
3767,হয়েছি
3768,বোমা
3769,ভূত
3770,যূথচর
3771,শুভেচ্ছা
3772,অভিবাদন কার্ড
3773,অভিবাদন
3774,অভিবাদন জানান
3775,সবুজ শাকসবজি
3776,হরিতাভ
3777,গ্রিনহাউজ এফেক্ট
3778,গ্রিনহাউজ
3779,বালক
3780,শ্যামলিমা
3781,সবুজ কার্ড
3782,সবুজ শিম
3783,আমেরিকার পত্রমুদ্রা
3784,সবুজ
3785,গ্রিক
3786,অর্থগৃধ্নু
3787,সাগ্রহে
3788,ক্ষুধা
3789,মহিমা
3790,অতিশয়
3791,প্রপৌত্র
3792,মহান - পিতামহ
3793,মহান - দাদীর
3794,মহান - পিতামহ
3795,মহান - নাতনী
3796,মহান - নাতি
3797,গ্রেট্ ব্রিেন
3798,মহান
3799,চর্বিযুক্ত
3800,চর্বি লাগানো
3801,আচড়
3802,মগজ
3803,ষৎ ধূসর
3804,ধূসর
3805,রসা
3806,মাধ্যাকর্ষণ
3807,মহাকর্ষ
3808,ঝুঁকিয়ে পড়া
3809,কারবালা
3810,সমাধিস্তম্ভ
3811,গুরুত্বসহকারে
